org_name,org_alt_name,ein_num,bio,city,state,assets,income,mission_statement,facebook_link,twitter_link,youtube_link,instagram_link,linkedin_link,twitter_handle
Alaska Conservation Foundation,,92-0061466,"[' Alaska, environment, sustainable communities, ecosystem conservation, <em>climate change</em> adaptation, public lands conservation, sustainable economies, Environment, Natural resources, Philanthropy, Foundations, Non-governmental organizations, Community foundations, Public charities ', 'Alaska Conservation Foundation helps coordinate a network of statewide <em>climate change</em> adaptation groups called the Northern Latitudes Partnerships. These networks of federal, state, tribal, corporate and other regional players focus on developing collaborative community-supported solutions to issues brought about by our <em>changing</em> <em>climate.</em>']",Anchorage,AK,14723918.0,7910508.0,"Alaska Conservation Foundation protects Alaska's natural environment and the diverse cultures and ways of life it sustains. We do this by promoting conservation philanthropy and by strategically directing resources to conservation leaders, organizations, and initiatives.",https://facebook.com/AKConservation,https://twitter.com/AKConservation,,https://instagram.com/alaskaconservationfoundation,,akconservation
CHUGACH REGIONAL RESOURCES,,92-0126412,"[' CRRCs <em>Climate Change</em> Program started in 2014 to understand and mitigate <em>climate changes</em> impacts on traditional lives and livelihoods in the Chugach region. In 2016, CRRC held a workshop, the results of which are captured in the graphic above and in this report, where Tribal Members identified traditional foods as one of their main areas of concern around the <em>changing</em> <em>climate.</em> Since then, the', ' Alaska Native; Natural Resources, Tribal Capacity, <em>Climate Change,</em> Education, Tribal Management, Sustainable development, Economic development, Environment, Natural resources, Agriculture, fishing and forestry, Community and economic development, Economic development']",Anchorage,AK,2494799.0,5361872.0,"Since 1984, our organizations mission is to promote Tribal sovereignty and the protection of our subsistence lifestyle through the development and implementation of Tribal natural resource management programs to assure the conservation, sound economic development, and stewardship of the natural resources in the traditional use areas of the Chugach region.
We are the leading inter-Tribal fish and wildlife commission. The CRRC is founded as a community-based, Alaska Native, natural resource management organization. Community resiliency and self-determination are central threads interwoven throughout all our activities.",https://facebook.com//crrcalaska,,https://youtube.com/chugachregionalresourcesco7266,https://instagram.com/crrc_alaska,,
YUKON RIVER INTER-TRIBAL WATERSHED COUNCIL,,92-0166976,"[' water quality, contamination, <em>climate change,</em> permafrost, solid waste, environmental, indigenous, Environment, Natural resources, Water resources, Rivers and lakes, Human rights, Social rights, Environmental and resource rights, Education,']",Anchorage,AK,202365.0,926322.0,"We, the Indigenous Peoples from the headwaters to the mouth of the Yukon River, including its tributaries, having been placed here by our Creator, do hereby agree to initiate and continue the clean up and preservation of the Watershed for the protection of our own and future generations of our Indigenous Peoples and for the continuation of our traditional Native way of life.",,,,,,
Cold Climate Housing Research Center,,92-0169929,"[' BUILDING SCIENCE RESEARCH AND PRODUCT TESTING; CONDUCT RESEARCH ON ENERGY EFFICIENCY AND COLD <em>CLIMATE</em> BUILDING TECHNIQUES. THE CCHRC USES THE PRODUCT TESTING LAB TO IDENTIFY SUPERIOR COLD <em>CLIMATE</em> BUILDING PRODUCTS AND TECHNOLOGIES FOR THE PUBLIC AND BUILDING COMMUNITY. SUSTAINABLE NORTHERN COMMUNITIES PROGRAM WAS DEVELOPED TO ADDRESS THE CHALLENGES', 'ESTABLISHING A NEW PATTERN OF BUILDING THAT IS COMMUNITY-DRIVEN AND REFLECTS THE PEOPLE, THEIR CULTURE, LIFESTYLE, RESOURCES AND LOCAL ENVIRONMENT. RESEARCH TEST FACILITY IS MAINTAINED TO SUPPORT COLD <em>CLIMATE</em> HOUSING RESEARCH AND IS RENTED TO CONTRACT PARTNER NATIONAL RESEARCH ENERGY LABS THROUGH ALLIANCE FOR SUSTAINABLE ENERGY LLC. AND A SECOND PARTNER CONTRACTOR. FOUR RESEARCH HOMES ARE MAINTAINED AND']",Fairbanks,AK,6929290.0,2760748.0,"PROMOTING AND ADVANCING THE DEVELOPMENT OF HEALTHY, DURABLE, AND SUSTAINABLE SHELTER FOR ALASKANS AND OTHER CIRCUMPOLAR PEOPLE.",,,,,,
Families for A Livable Climate,,92-0265517,[],Missoula,MT,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Ajw Climate Innovation Projects,,92-0268356,[],Arlington,VA,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Lighthouse Bay Area,Lighthouse Silicon Valley,92-0281930,"['  Education, Equal opportunity in education, Elementary and secondary education, Vocational education, Adult education, Environment, Environmental justice, <em>Climate change,</em> Community and economic development, Human services, Sexual identity, LGBTQ people, Heterosexuals, Women and girls, Men and boys, Ethnic and racial groups, Social and economic status, Immigrants']",Clovis,CA,0.0,0.0,"Lighthouse Silicon Valley pioneers novel pathways and fosters partnerships based on the principles of justice, equity, diversity, and inclusion (JEDI) between the safety net (social services) and workforce development pillars. Acting as a regional leader, Lighthouse spearheads initiatives, provides technical assistance, and conducts comprehensive landscape analysis involving more than 150 organizations and stakeholders across Santa Clara and San Mateo Counties. The overarching objective is to empower every individual and family with the tools for economic emancipation.",,https://twitter.com/LighthouseSV,,https://instagram.com/lighthousesiliconvalley,https://linkedin.com/company/LighthouseSiliconValley,lighthousesv
Kids Climate Action Network,,92-0341805,[],Mesa,AZ,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Energy and Climate,EAC,92-0591130,[],Fremont,CA,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
In Good Company,IGC & IGC.earth,92-0672083,"[' Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Energy efficiency, Environmental education, Community and economic development, Sustainable development, Human rights, Social rights, Economic justice, Antidiscrimination, Ethnic and racial minority rights', 'Transforming <em>climate</em> curiosity into a catalyst for environmental justice through education and engagement. Environment']",San Diego,CA,0.0,0.0,Transforming climate curiosity into a catalyst for environmental justice through education and engagement.,https://facebook.com/igc4earth,,,https://instagram.com/igc4earth,https://linkedin.com/company/igc4earth,
Anabaptist Climate Collaborative Inc,,92-0680610,"['To equip and activate individuals, congregations, and organizations to seek <em>climate</em> justice through Anabaptist values, community, and faith.', ' To equip and activate individuals, congregations, and organizations to seek <em>climate</em> justice through Anabaptist values, community, and faith.']",Goshen,IN,160426.0,252555.0,"To equip and activate individuals, congregations, and organizations to seek climate justice through Anabaptist values, community, and faith.",,,,,,
